code,address
4282032031,강원도 고성군 죽왕면 문암진리
4282032032,강원도 고성군 죽왕면 송암리
4282033000,강원도 고성군 토성면
4282033021,강원도 고성군 토성면 천진리
4282033022,강원도 고성군 토성면 청간리
4282033023,강원도 고성군 토성면 아야진리
4282033024,강원도 고성군 토성면 교암리
4282033025,강원도 고성군 토성면 백촌리
4282033026,강원도 고성군 토성면 운봉리
4282033027,강원도 고성군 토성면 학야리
4282033028,강원도 고성군 토성면 도원리
4282033029,강원도 고성군 토성면 용암리
4282033030,강원도 고성군 토성면 신평리
4282033031,강원도 고성군 토성면 인흥리
4282033032,강원도 고성군 토성면 성천리
4282033033,강원도 고성군 토성면 원암리
4282033034,강원도 고성군 토성면 용촌리
4282033035,강원도 고성군 토성면 봉포리
4282033036,강원도 고성군 토성면 성대리
4282033037,강원도 고성군 토성면 금화정리
4282034000,강원도 고성군 수동면
4282034021,강원도 고성군 수동면 신대리
4282034022,강원도 고성군 수동면 외면리
4282034023,강원도 고성군 수동면 덕산리
4282034024,강원도 고성군 수동면 사비리
4282034025,강원도 고성군 수동면 고미성리
4282034026,강원도 고성군 수동면 신탄리
4282034027,강원도 고성군 수동면 사천리
4282034028,강원도 고성군 수동면 상원리
4283000000,강원도 양양군
4283025000,강원도 양양군 양양읍
4283025021,강원도 양양군 양양읍 남문리
4283025022,강원도 양양군 양양읍 구교리
4283025023,강원도 양양군 양양읍 성내리
4283025024,강원도 양양군 양양읍 군행리
4283025025,강원도 양양군 양양읍 연창리
4283025026,강원도 양양군 양양읍 청곡리
4283025027,강원도 양양군 양양읍 송암리
4283025028,강원도 양양군 양양읍 월리
4283025029,강원도 양양군 양양읍 조산리
4283025030,강원도 양양군 양양읍 사천리
4283025031,강원도 양양군 양양읍 포월리
4283025032,강원도 양양군 양양읍 기리
4283025033,강원도 양양군 양양읍 정손리
4283025034,강원도 양양군 양양읍 감곡리
4283025035,강원도 양양군 양양읍 서문리
4283025036,강원도 양양군 양양읍 내곡리
4283025037,강원도 양양군 양양읍 임천리
4283025038,강원도 양양군 양양읍 거마리
4283025039,강원도 양양군 양양읍 화일리
4283031000,강원도 양양군 서면
4283031021,강원도 양양군 서면 갈천리
4283031022,강원도 양양군 서면 수리
4283031023,강원도 양양군 서면 논화리
4283031024,강원도 양양군 서면 용소리
4283031025,강원도 양양군 서면 내현리
4283031026,강원도 양양군 서면 용천리
4283031027,강원도 양양군 서면 북평리
4283031028,강원도 양양군 서면 범부리
4283031029,강원도 양양군 서면 상평리
4283031030,강원도 양양군 서면 장승리
4283031031,강원도 양양군 서면 서선리
4283031032,강원도 양양군 서면 가라피리
4283031033,강원도 양양군 서면 오색리
4283031034,강원도 양양군 서면 영덕리
4283031035,강원도 양양군 서면 서림리
4283031036,강원도 양양군 서면 미천리
4283031037,강원도 양양군 서면 북암리
4283031038,강원도 양양군 서면 송천리
4283031039,강원도 양양군 서면 송어리
4283031040,강원도 양양군 서면 공수전리
4283032000,강원도 양양군 손양면
4283032021,강원도 양양군 손양면 동호리
4283032022,강원도 양양군 손양면 금강리
4283032023,강원도 양양군 손양면 송전리
4283032024,강원도 양양군 손양면 가평리
4283032025,강원도 양양군 손양면 오산리
4283032026,강원도 양양군 손양면 삽존리
4283032027,강원도 양양군 손양면 석계리
4283032028,강원도 양양군 손양면 학포리
4283032029,강원도 양양군 손양면 수여리
4283032030,강원도 양양군 손양면 상양혈리
4283032031,강원도 양양군 손양면 하양혈리
4283032032,강원도 양양군 손양면 부소치리
4283032033,강원도 양양군 손양면 수산리
4283032034,강원도 양양군 손양면 와리
4283032035,강원도 양양군 손양면 간리
4283032036,강원도 양양군 손양면 상왕도리
4283032037,강원도 양양군 손양면 하왕도리
4283032038,강원도 양양군 손양면 도화리
4283032039,강원도 양양군 손양면 송현리
4283032040,강원도 양양군 손양면 주리
4283032041,강원도 양양군 손양면 여운포리
4283032042,강원도 양양군 손양면 상운리
4283032043,강원도 양양군 손양면 밀양리
4283032044,강원도 양양군 손양면 우암리
4283033000,강원도 양양군 현북면
4283033021,강원도 양양군 현북면 잔교리
4283033022,강원도 양양군 현북면 기사문리
4283033023,강원도 양양군 현북면 명지리
4283033024,강원도 양양군 현북면 장리
4283033025,강원도 양양군 현북면 도리
4283033026,강원도 양양군 현북면 말곡리
4283033027,강원도 양양군 현북면 대치리
4283033028,강원도 양양군 현북면 상광정리
4283033029,강원도 양양군 현북면 중광정리
4283033030,강원도 양양군 현북면 하광정리
4283033031,강원도 양양군 현북면 어성전리
4283033032,강원도 양양군 현북면 원일전리
4283033033,강원도 양양군 현북면 면옥치리
4283033034,강원도 양양군 현북면 법수치리
4283034000,강원도 양양군 현남면
4283034021,강원도 양양군 현남면 인구리
4283034022,강원도 양양군 현남면 북분리
4283034023,강원도 양양군 현남면 동산리
4283034024,강원도 양양군 현남면 시변리
4283034025,강원도 양양군 현남면 정자리
4283034026,강원도 양양군 현남면 광진리
4283034027,강원도 양양군 현남면 전포매리
4283034028,강원도 양양군 현남면 후포매리
4283034029,강원도 양양군 현남면 견불리
4283034030,강원도 양양군 현남면 상월천리
4283034031,강원도 양양군 현남면 하월천리
4283034032,강원도 양양군 현남면 창리
4283034033,강원도 양양군 현남면 임호정리
4283034034,강원도 양양군 현남면 원포리
4283034035,강원도 양양군 현남면 지리
4283034036,강원도 양양군 현남면 지경리
4283034037,강원도 양양군 현남면 입암리
4283034038,강원도 양양군 현남면 남애리
4283034039,강원도 양양군 현남면 주리
4283034040,강원도 양양군 현남면 두리
4283034041,강원도 양양군 현남면 죽리
4283035000,강원도 양양군 강현면
4283035021,강원도 양양군 강현면 상복리
4283035022,강원도 양양군 강현면 중복리
4283035023,강원도 양양군 강현면 하복리
4283035024,강원도 양양군 강현면 강선리
4283035025,강원도 양양군 강현면 물치리
4283035026,강원도 양양군 강현면 간곡리
4283035027,강원도 양양군 강현면 둔전리
4283035028,강원도 양양군 강현면 석교리
4283035029,강원도 양양군 강현면 침교리
4283035030,강원도 양양군 강현면 회룡리
4283035031,강원도 양양군 강현면 금풍리
4283035032,강원도 양양군 강현면 사교리
4283035033,강원도 양양군 강현면 방축리
4283035034,강원도 양양군 강현면 답리
4283035035,강원도 양양군 강현면 광석리
4283035036,강원도 양양군 강현면 정암리
4283035037,강원도 양양군 강현면 용호리
4283035038,강원도 양양군 강현면 장산리
4283035039,강원도 양양군 강현면 전진리
4283035040,강원도 양양군 강현면 주청리
4283035041,강원도 양양군 강현면 적은리
4283035042,강원도 양양군 강현면 물갑리
